arXiv ID,Primary category,Journal,Is proceedings,Presents new numerical results,UK authors,Generates field configurations,Specifies software used for configuration generation,Software used for configuration generation,Repository/hosting service for configuration generation code,Performs measurements,Specifies software used for measurement,Software used for measurements,Repository/hosting service for measurement code,Uses existing configurations,Configuration hosting infrastructure acknowledged,Cites existing configurations,Configurations generated by,Reanalyses other existing data,Cites other existing data,Publishes data,Data available on request?,Repository used for data,Specifies software used for analysis,Software used for analysis,Repository/hosting service for analysis code,Publishes parts of analysis,Publishes full analysis,Acknowledges an HPC centre,Acknowledges Supercomputing Wales,Acknowledges DiRAC,Review paper,Cites any other software,Comments
2109.09783,hep-ph,Eur.Phys.J.C,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2109.09822,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2109.10068,hep-lat, ,N,Y,N,N,,,,Y,No,,,Y,,Paper citation,NPLQCD,N,,N,N,,Paper citation,"Julia, Optim, Mathematica",,N,N,N,N,N,N,,PhD thesis
2109.10337,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Paper citation,MILC (modified),,Y,Paper citation,MILC (modified),,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2109.10389,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2109.10687,hep-lat, ,N,Y,N,N,,,,Y?,Data repository citation,"QWS, Bridge++",GitHub,N,,,,N,,N,N,,No,,,N,N,N?,N,N,N,,
2109.10692,hep-lat,Phys.Rev.Lett.,N,Y,N,N,,,,Y,Paper citation,"tmLQCD, Lemon, QUDA",,Y,,Paper citation,ETMC,N,,N,N,,Data repository citation,"R, hadron",GitHub,N,N,Y,N,N,N,,
2109.10826,hep-ph,Phys.Rev.D,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,Paper citation,FeynCalc,,N,N,N,N,N,N,,
2109.10942,hep-th,Phys.Lett.B,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2109.10960,cond-mat.stat-mech,Phys.Rev.E,N,Y,Y,Y?,No,,,Y,No,,,N?,,,,N,,N,N,,Paper citation,giotto-tda,,N,N,Y,Y,N,N,,
2109.11032,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y?,Data repository citation,N,N,,No,,,N,N,N,N,N,N,,
2109.11112,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N?,,N,N,,No,,,N,N,N,N,N,N,,
2109.11147,hep-th,Int.J.Mod.Phys.A,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2109.11303,hep-lat,EPJ Web Conf.,Y,Y,N,N?,,,,Y?,No,,,N?,,,,N,,Y,N,Unibi,No,,,N,N,Y,N,N,N,,
2109.11324,hep-lat,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Data repository citation,U1cMPO,GitHub,N,N,N,N,N,N,,
2109.11552,hep-ph,JHEP,N,Y,Y,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2109.11686,hep-ph,Chin.Phys.C,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2109.11710,hep-lat,Phys.Rev.D,N,Y,N,Y,Paper citation,LTKf90 (modified),,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2109.11824,quant-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2109.11842,quant-ph,Phil.Trans.A.Math.Phys.Eng.Sci.,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2109.11859,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,URL citation,Qiskit,Dedicated website,N,N,N,N,N,N,,
2109.11982,hep-ph,Eur.Phys.J.A,N,Y,N,N,,,,N,,,,N,,,,N?,,N,N,,No,,,N,N,N,N,N,N,,
2109.12097,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2109.12762,physics.comp-ph,Phys.Rev.D,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2109.12961,hep-ph,Phys.Rev.Lett.,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2109.13321,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,Mentioned by name,gnuplot,,N,N,N,N,N,N,,
2109.13447,hep-th,Int.J.Mod.Phys.A,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2109.13468,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2109.13600,hep-ph,JHEP,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,Paper citation,"RunDec, Mathematica",,N,N,N,N,N,N,,
2109.13729,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2109.13990,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2109.14149,cond-mat.str-el,PTEP,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2109.14240,hep-ph,Eur.Phys.J.ST,N,Y,N,N,,,,N,,,,N,,,,N?,,N,N,,No,,,N,N,N,N,N,N,,
2109.14377,hep-lat,Proceedings of 9th Large Hadron Collider Physics Conference,Y,Y,N,Y,Data repository citation,HiRep (modified),GitHub,Y,Data repository citation,HiRep (modified),GitHub,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2109.14464,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,CLS,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2109.14562,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2109.14799,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2109.14930,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2109.15065,quant-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Data repository citation,Qiskit,Zenodo,N,N,Y,N,N,N,,
2109.15241,hep-lat,Phys.Rev.D,N,Y,N,Y,No,,,Y,Paper citation,"Chroma, QphiX",,Y,,Paper citation,(Detmold and Endres),N,,N,N,,No,,,N,N,Y,N,N,N,,
2109.15248,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2109.15320,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.00398,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2110.00565,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.00616,physics.hist-ph, ,N,N,Y,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2110.01294,hep-lat,PoS,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.01310,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,Paper citation,BQCD,,Y,Paper citation,Chroma,,N,,,,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2110.01312,hep-th, ,N,Y,Y,Y,Paper citation,MMMM,,Y,No,,,N,,,,Y,Paper citation,N,n,,No,,,N,N,Y,N,N,N,,
2110.01317,gr-qc,Phys.Rev.D,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.01657,cond-mat.stat-mech,Phys.Rev.E,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.01696,hep-lat, ,N,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.01755,hep-lat,Chin.Phys.C,N,Y,N,Y,Paper citation,"Chroma, QUDA",,Y,Paper citation,"Chroma, QUDA",,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.01821,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,Meta analysis of publications
2110.01906,cond-mat.str-el,Phys.Rev.B,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.02100,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.02104,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.02142,quant-ph,Sci.Rep.,N,Y,N,Y?,No,,,N,,,,N,,,,N,,N,N,,URL citation,D-Wave Ocean,,N,N,Y,N,N,N,,
2110.02241,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N?,,N,N,,No,,,N,N,N,N,N,N,,
2110.02673,cs.LG, ,N,Y,N,Y,Paper citation,(Albergo et al),,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.02766,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2110.02945,hep-th,JHEP,N,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.02981,hep-th,JHEP,N,N,Y,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.03148,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.03408,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,"CPS, Grid",,Y,,Paper citation,MILC,N,,N,N,,No,,,N,N,Y,N,N,N,,"Doesn't discuss implementation, but cites a paper that does"
2110.03606,hep-lat,PoS,Y,Y,N,Y,No,,,Y,No,,,Y,,Paper citation,MILC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.03607,hep-lat, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Mentioned by name,mpiifort,,N,N,Y,N,N,N,,
2110.03617,math-ph,JHEP,N,N,Y,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.03750,hep-lat,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.03809,quant-ph,Phil.Trans.A.Math.Phys.Eng.Sci.,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,Data repository citation,Qiskit,Zenodo,N,N,N,N,N,N,,
2110.03944,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,Y,Y,N,,
2110.04269,nucl-th, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,URL citation,Gpy,GitHub,N,N,N,N,N,N,,"Claims code will be made available, but linked site is missing it"
2110.04521,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.04588,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N?,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.04833,hep-lat, ,N,Y,N,N?,,,,Y,No,,,Y?,,,,N,,N,N,,No,,,N,N,N,N,N,N,,Refers back to longer paper 2103.05607 for technical details
2110.05198,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,URL citation,MILC (modified),,Y,,Paper citation,(Ayyar et al),N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.05219,hep-lat,PoS,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.05235,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.05268,astro-ph.CO,JCAP,N,Y,N,Y?,Paper citation,LATTICEASY (modified),,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.05278,nucl-th,Phys.Rev.C,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,Y,,Mentioned by name,Mathematica,,N,N,N,N,N,N,,Expressions available as a Mathematica notebook on request
2110.05341,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.05493,hep-ph,Phys.Lett.B,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,Y,N,arXiv,Included,Mathematica,arXiv,Y,N,N,N,N,N,,
2110.05527,hep-lat,PoS,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.05612,hep-th,Phys.Rev.Lett.,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.05634,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.05800,hep-lat,JHEP,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.05889,hep-ph,JHEP,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.05953,hep-ph,Class.Quant.Grav.,N,Y,N,Y,Paper citation,Julia,,Y,Paper citation,Julia,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.06153,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2110.06677,hep-th, ,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.06779,hep-lat, ,N,Y,N,N,,,,Y,No,,,Y,,Paper citation,MILC,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2110.06854,hep-ph,Proceedings of 15th International Symposium on Radiative Corrections: Applications of Quantum Field Theory to Phenomenology AND LoopFest XIX: Workshop on Radiative Corrections for the LHC and Future Colliders,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,Y,N,N,N,Paper citation,
2110.06878,hep-lat, ,N,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.06899,hep-lat, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,Paper citation,PhD thesis
2110.07440,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2110.07482,hep-lat,Proceedings of IEEE/ACM Second International Workshop on Quantum Computing Software,Y,Y,N,N?,,,,N?,,,,N,,,,N,,N,N,,Data repository citation,"Z2Sim-public, qsim, Cirq","GitHub, Zenodo",Y,N,Y,N,N,N,,
2110.07484,hep-lat, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2110.07761,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.07930,hep-lat,EPJ Web Conf.,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2110.07941,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.08041,quant-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,URL citation,Cirq,GitHub,N,N,N,N,N,N,,
2110.08273,hep-th, ,N,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,Footnote/inline URL,"hamiltonian-truncations, MPSKit",GitHub,Y,N,N,N,N,N,,
2110.09351,hep-lat,JHEP,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.09499,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.09561,hep-th, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2110.09590,quant-ph, ,N,Y,N,N?,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.10029,hep-lat,Phys.Rev.D,N,Y,N,Y,No,,,Y,Paper citation,ARPACK,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.10061,hep-lat,Phys.Rev.D,N,Y,N,N,,,,Y,No,,,Y,,Paper citation,CLS,Y,Paper citation,N,N,,Footnote/inline URL,pyerrors,GitHub,N,N,Y,N,N,N,,
2110.10169,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.10253,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,Mentioned by name,Fortran,,N,N,N,N,N,N,,
2110.10254,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,URL citation,MILC (modified),GitHub,Y,URL citation,MILC (modified),GitHub,N,,,,N,,N,N,,Data repository citation,"lsqfit, gvar",Zenodo,N,N,Y,N,N,N,,
2110.10432,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.10485,nucl-th,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,Y,N,N,N,,
2110.10500,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.10626,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,CLS,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2110.10727,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.10736,quant-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,URL citation,Mathematica,,N,N,N,N,N,N,,
2110.10900,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.10928,cs.LG,J.Phys.Conf.Ser.,Y,Y,Y,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,Y,N,N,,
2110.11100,hep-th,Phys.Rev.D,N,Y,N,Y?,Data repository citation,2d-cdt,"Zenodo, GitHub",Y,Data repository citation,2d-cdt,"Zenodo, GitHub",N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.11138,cond-mat.str-el, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,Y,,URL citation,peps-torch,GitHub,Y,N,Y,N,N,N,,
2110.11172,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.11266,cond-mat.dis-nn, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Paper citation,JADAMILU,,N,N,N,N,N,N,,
2110.11372,hep-ph,JHEP,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2110.11469,hep-th,Universe,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.11532,hep-lat,Phys.Rev.D,N,Y,Y,N,Paper citation,BQCD,,Y,Paper citation,Chroma,,Y,,Paper citation,QCDSF/UKQCD,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2110.11533,hep-lat,Phys.Rev.D,N,Y,Y,Y,Paper citation,BQCD,,Y,Paper citation,"Chroma, COLA",,N,,,,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2110.11659,hep-lat,Phys.Rev.D,N,Y,N,N,,,,Y,No,,,Y,,Paper citation,"HotQCD, TUMQCD",N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.11908,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,"Chroma (modified), Grid, GPT",GitHub,Y,,Mentioned by name,CLS,N,,N,N,,Paper citation,"QCT, Mathematica",,N,N,Y,N,N,N,,
2110.11921,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.12086,hep-ph, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,Paper from 1990
2110.12109,hep-lat, ,N,Y,N,N,,,,N,,,,N,,,,Y?,Paper citation,N,N,,Mentioned by name,Mathematica,,Y,N,N,N,N,N,,Code included inline
2110.12189,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.12250,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.12302,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.12757,hep-lat, ,N,Y,N,Y,Mentioned by name,(Wellegehausen),,Y,Mentioned by name,(Wellegehausen),,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.12759,hep-lat,Phys.Rev.D,N,Y,N,Y,Paper citation,"Chroma, QDP++",,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.12979,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,No,HiRep,GitHub,Y,No,HiRep,,Y,,Paper citation,(Athenodorou et al),N,,Y,N,Zenodo,No,,,N,n,Y,Y,N,N,,Coauthored by self
2110.13046,quant-ph,Quantum Sci.Technol.,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Mentioned by name,Qiskit,,N,N,N,N,N,N,,
2110.13196,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Mentioned by name,Qlua,,Y,,Paper citation,RBC-UKQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.13417,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,Y,Paper citation,N,N,,Paper citation,(Itou and Nagai),arXiv,N,N,Y,N,N,N,,
2110.13490,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.13521,hep-lat, ,N,Y,N,Y,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.13536,hep-lat, ,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.13841,quant-ph, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.13867,hep-th,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N?,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.13882,hep-lat, ,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.14009,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.14101,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,Paper citation,"MILC, Grid",,Y,,Paper citation,MILC,Y,Paper citation,N,N,,Data repository citation,corrfitter,Zenodo,N,N,Y,N,Y,N,,
2110.14105,hep-th,PTEP,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Mentioned by name,Qiskit,,N,N,N,N,N,N,,
2110.14107,hep-ph,PoS,Y,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2110.14113,hep-lat, ,N,Y,N,N,,,,N,,,,N,,,,Y,Data repository citation,N,N,,No,,,N,N,Y,N,N,N,,
2110.14471,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,Chroma,,Y,,Paper citation,MILC,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2110.14568,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.14702,hep-lat,EPJ Web Conf.,Y,Y,N,Y,No,,,Y,Mentioned by name,(Koma),,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.14750,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,(Brandt et al),Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2110.14781,hep-ph, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.15021,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.15090,hep-lat,PoS,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2110.15293,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.15340,physics.comp-ph,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y?,No,,,N,,,,N,,Y,N,"arXiv, Journal",URL citation,Own code,Journal,Y,N,Y,N,N,N,,Supplementary material behind Physics Letters B paywall
